model_type,max_train_rows,model_rmse,baseline_rmse,n_valid_rows,n_valid_wells,n_train_rows,feature_set
extra_trees_v2,3000000,21.82823795422089,82.50486875044429,477484.0,93.0,3000000.0,v2
catboost_v2,3000000,20.161944938910494,82.50486875044429,477484.0,93.0,3000000.0,v2
lightgbm_v2,3000000,20.581536227932403,82.50486875044429,477484.0,93.0,3000000.0,v2
