alpha,cap,global_rmse,well_rmse_mean,well_rmse_median,well_rmse_p90,well_rmse_p95,well_rmse_max,group3_rmse_mean,group3_rmse_p90,group3_rmse_p95,group3_rmse_p99,group3_rmse_max
1.0,30.0,68.2983353900127,40.29422743700736,21.00717558484391,101.68618153675037,153.07404832877938,200.13315094673354,52.47955079940544,108.52265395132031,129.66757375053456,152.53084091664206,179.72190030440325
0.75,30.0,68.24657446075615,40.04953843912376,20.428612526978608,101.61941202845338,153.0762275761732,200.13811393798136,52.325256299975,108.50947258381298,129.6746366844407,152.44655690746578,179.73961426467494
0.7,30.0,68.25495413551421,40.05759741893751,20.974706226742825,101.6047397432146,153.08010689649765,200.14331677167323,52.33564486645451,108.50099583992714,129.69426036184865,152.43513762676199,179.74945314484566
0.6,30.0,68.31139532889718,40.16944629687075,22.138665522054072,101.57932024799733,153.09615478581298,200.16430154088388,52.43392972504753,108.47855752440955,129.75743011948535,152.4232859006923,179.78208734803798
0.5,30.0,68.4335215128474,40.41693858620868,22.370251791966034,101.5726177086273,153.1301906107084,200.2098482804189,52.652987753336326,108.57329932073792,129.78211057900432,152.43815592171936,179.84502215295674
0.4,30.0,68.7380438690558,40.96090515811099,23.15303585483356,101.63693504054929,153.19018603431647,200.30530853084394,53.17765049261908,108.8724992570745,129.97149673547256,152.67104994146752,179.9707385577338
0.3,30.0,69.42984089461947,42.02069425249202,24.971028927759964,101.96174534343416,153.36311922810637,200.5325053341512,54.276555309871235,109.3900837707163,130.29021620680587,153.04564389089418,180.27927512332664
0.25,30.0,70.03634177995411,42.82138267306418,25.175796006766486,102.4984218532143,153.57045357286214,200.7745770486629,55.15364150880071,109.9241146303554,130.6715194616344,153.23603565577247,180.58585637512977
0.2,30.0,70.94539919374252,43.86668007662996,26.888636551054113,103.5214031912084,154.0113383065915,201.24149765849097,56.34879338043556,110.66757261978098,131.24900994740003,153.68721638596259,181.14897640680425
0.1,none,74.47678596726426,46.88795121854044,29.5690598848815,111.37604455131132,158.39523562187557,202.96387205798214,60.10503942881394,115.60949974733116,135.00572110791148,156.11320912177135,184.3380997658138
0.1,40.0,74.47678596726426,46.88795121854044,29.5690598848815,111.37604455131132,158.39523562187557,202.96387205798214,60.10503942881394,115.60949974733116,135.00572110791148,156.11320912177135,184.3380997658138
0.1,50.0,74.47678596726426,46.88795121854044,29.5690598848815,111.37604455131132,158.39523562187557,202.96387205798214,60.10503942881394,115.60949974733116,135.00572110791148,156.11320912177135,184.3380997658138
