model_type,max_train_rows,model_rmse,baseline_rmse,n_valid_rows,n_valid_wells,n_train_rows
lightgbm,500000,36.29047613905372,107.89849060565514,755491.0,154.0,500000.0
lightgbm,1000000,27.0325578238165,107.89849060565514,755491.0,154.0,1000000.0
lightgbm,2000000,18.369612079283215,107.89849060565514,755491.0,154.0,2000000.0
lightgbm,3000000,16.744799459748428,107.89849060565514,755491.0,154.0,3000000.0
