model_type,max_train_rows,model_rmse,baseline_rmse,n_valid_rows,n_valid_wells
random_forest,2000000,25.665024756297008,82.50486875044429,477484.0,93.0
extra_trees,2000000,24.295287241481056,82.50486875044429,477484.0,93.0
catboost,2000000,24.13531939487866,82.50486875044429,477484.0,93.0
lightgbm,2000000,24.198899197245634,82.50486875044429,477484.0,93.0
