model_type,max_train_rows,model_rmse,baseline_rmse,n_valid_rows,n_valid_wells,n_train_rows,feature_set
random_forest_v2,2000000,26.445006777438618,82.50486875044429,477484.0,93.0,2000000.0,v2
extra_trees_v2,2000000,24.431202852384217,82.50486875044429,477484.0,93.0,2000000.0,v2
catboost_v2,2000000,24.441577218210483,82.50486875044429,477484.0,93.0,2000000.0,v2
lightgbm_v2,2000000,26.492855905168128,82.50486875044429,477484.0,93.0,2000000.0,v2
