model_type,max_train_rows,model_rmse,baseline_rmse,n_valid_rows,n_valid_wells
random_forest,500000,28.91012558056214,82.50486875044429,477484.0,93.0
extra_trees,500000,30.173557833756043,82.50486875044429,477484.0,93.0
hist_gradient_boosting,500000,31.91451634420732,82.50486875044429,477484.0,93.0
lightgbm,500000,36.26000036252308,82.50486875044429,477484.0,93.0
xgboost,500000,50.01336170237049,82.50486875044429,477484.0,93.0
catboost,500000,43.47095888886066,82.50486875044429,477484.0,93.0
